# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit
axle;60;1416299717;4209312;260315112;98.41;317924;53479872;211019012;77.32
axle;60;1416299777;6585892;257938532;97.51;317992;53627088;208550596;76.42
axle;60;1416299837;6579980;257944444;97.51;318036;54335224;207789064;76.14
axle;60;1416299897;5129544;259394880;98.06;318092;55352028;208248636;76.31
axle;60;1416299957;4493884;260030540;98.30;318160;54388996;209908368;76.91
axle;60;1416300017;3792156;260732268;98.57;318224;54510480;210479828;77.12
axle;60;1416300077;4909176;259615248;98.14;318280;54559336;209236408;76.67
axle;60;1416300137;4130384;260394040;98.44;318324;54565452;210054708;76.97
axle;60;1416300197;6113724;258410700;97.69;318400;54571260;208016092;76.22
axle;60;1416300257;4359280;260165144;98.35;318436;54591768;209757836;76.86
